R1.052,R2.093,R3.010,P1.05,P2.04	Osbpl8	1	chr10_111249628
R1.026,R2.047,R3.080,P1.05,P2.04	Lgr5	2	chr10_115535576
R1.041,R2.057,R3.034,P1.05,P2.04	4930422I22Rik	1	chr10_115855844
R1.006,R2.034,R3.069,P1.05,P2.04	Ptprr	1	chr10_116229404
R1.006,R2.044,R3.082,P1.05,P2.04	Ptprr	1	chr10_116229404
R1.006,R2.048,R3.058,P1.05,P2.04	Ptprr	1	chr10_116229404
R1.006,R2.090,R3.034,P1.05,P2.04	Ptprr	1	chr10_116229404
R1.006,R2.032,R3.041,P1.05,P2.04	Ptprr	1	chr10_116229405
R1.016,R2.085,R3.072,P1.05,P2.04	4933411E08Rik	2	chr10_117926213
R1.028,R2.008,R3.068,P1.05,P2.04	Grip1	1	chr10_119460404
R1.037,R2.028,R3.091,P1.05,P2.04	Grip1	1	chr10_119502712
R1.087,R2.054,R3.005,P1.05,P2.04	Grip1	3	chr10_119681030
R1.013,R2.001,R3.001,P1.05,P2.04	Grip1	2	chr10_119950125
R1.041,R2.095,R3.061,P1.05,P2.04	Grip1	1	chr10_120002408
R1.011,R2.048,R3.095,P1.05,P2.04	Irak3	1	chr10_120174385
R1.003,R2.036,R3.041,P1.05,P2.04	Tbc1d30	2	chr10_121293214
R1.023,R2.073,R3.067,P1.05,P2.04	Srgap1	1	chr10_122023411
R1.023,R2.077,R3.035,P1.05,P2.04	Ppm1h	1	chr10_122862561
R1.004,R2.091,R3.053,P1.05,P2.04	Tafa2	1	chr10_123336658
R1.015,R2.044,R3.033,P1.05,P2.04	Agap2	1	chr10_127088007
R1.048,R2.093,R3.010,P1.05,P2.04	Pip4k2c	1	chr10_127197949
R1.039,R2.085,R3.003,P1.05,P2.04	R3hdm2	1	chr10_127404570
R1.016,R2.056,R3.090,P1.05,P2.04	R3hdm2	1	chr10_127454659
R1.029,R2.084,R3.083,P1.05,P2.04	Atp5b	1	chr10_128085101
R1.029,R2.067,R3.048,P1.05,P2.04	Ankrd52	1	chr10_128379558
R1.047,R2.065,R3.070,P1.05,P2.04	Smarcc2	2	chr10_128477222
R1.044,R2.026,R3.035,P1.05,P2.04	Dnajc14	1	chr10_128804397
R1.030,R2.039,R3.056,P1.05,P2.04	Tespa1	1	chr10_130349749
R1.031,R2.071,R3.076,P1.05,P2.04	Aig1	1	chr10_13772456
R1.008,R2.095,R3.085,P1.05,P2.04	Aig1	1	chr10_13868652
R1.027,R2.027,R3.020,P1.05,P2.04	Hivep2	1	chr10_13968062
R1.005,R2.050,R3.014,P1.05,P2.04	Hivep2	1	chr10_13991587
R1.033,R2.095,R3.028,P1.05,P2.04	Hivep2	1	chr10_14005325
R1.017,R2.022,R3.066,P1.05,P2.04	Hivep2	1	chr10_14010942
R1.039,R2.045,R3.004,P1.05,P2.04	Hivep2	1	chr10_14035186
R1.039,R2.041,R3.091,P1.05,P2.04	Hivep2	1	chr10_14051244
R1.003,R2.046,R3.021,P1.05,P2.04	Hivep2	1	chr10_14074413
R1.035,R2.093,R3.029,P1.05,P2.04	Hivep2	1	chr10_14097251
R1.018,R2.061,R3.040,P1.05,P2.04	Hivep2	1	chr10_14128573
R1.013,R2.074,R3.015,P1.05,P2.04	Map3k5	2	chr10_19945398
R1.022,R2.035,R3.001,P1.05,P2.04	Map3k5	1	chr10_19967199
R1.018,R2.074,R3.043,P1.05,P2.04	Bclaf1	1	chr10_20325533
R1.075,R2.024,R3.048,P1.05,P2.04	Pde7b	1	chr10_20492889
R1.002,R2.034,R3.050,P1.05,P2.04	Pde7b	2	chr10_20537564
R1.011,R2.073,R3.093,P1.05,P2.04	Pde7b	2	chr10_20553606
R1.023,R2.062,R3.029,P1.05,P2.04	Pde7b	1	chr10_20724573
R1.017,R2.083,R3.095,P1.05,P2.04	Ahi1	1	chr10_20959870
R1.032,R2.095,R3.062,P1.05,P2.04	Ahi1	1	chr10_20970898
R1.020,R2.059,R3.052,P1.05,P2.04	Lama2	1	chr10_27152005
R1.011,R2.094,R3.086,P1.05,P2.04	Ptprk	1	chr10_28277182
R1.043,R2.044,R3.015,P1.05,P2.04	Soga3	1	chr10_29153533
R1.045,R2.042,R3.041,P1.05,P2.04	Ncoa7	1	chr10_30762524
R1.016,R2.080,R3.062,P1.05,P2.04	Nkain2	1	chr10_32098572
R1.040,R2.013,R3.079,P1.05,P2.04	Nkain2	1	chr10_32233768
R1.032,R2.034,R3.088,P1.05,P2.04	Nkain2	1	chr10_32441559
R1.009,R2.019,R3.021,P1.05,P2.04	Nkain2	1	chr10_32706526
R1.063,R2.038,R3.045,P1.05,P2.04	Nkain2	1	chr10_32796416
R1.037,R2.018,R3.045,P1.05,P2.04	Nkain2	1	chr10_32841643
R1.046,R2.088,R3.039,P1.05,P2.04	Gm47910	1	chr10_33581711
R1.015,R2.024,R3.065,P1.05,P2.04	Gm15939	1	chr10_33654476
R1.017,R2.095,R3.009,P1.05,P2.04	Ppp1r14c	1	chr10_3416266
R1.037,R2.018,R3.013,P1.05,P2.04	Tspyl4	1	chr10_34299031
R1.086,R2.067,R3.042,P1.05,P2.04	Hs3st5	1	chr10_36567326
R1.038,R2.059,R3.096,P1.05,P2.04	Plekhg1	1	chr10_3919806
R1.006,R2.057,R3.029,P1.05,P2.04	Fyn	1	chr10_39493473
R1.005,R2.071,R3.061,P1.05,P2.04	Fyn	2	chr10_39522526
R1.019,R2.058,R3.081,P1.05,P2.04	Fyn	3	chr10_39527759
R1.012,R2.011,R3.004,P1.05,P2.04	Gm32338	1	chr10_41136052
R1.012,R2.039,R3.035,P1.05,P2.04	Gm32338	1	chr10_41136052
R1.012,R2.080,R3.034,P1.05,P2.04	Gm32338	1	chr10_41136052
R1.012,R2.089,R3.056,P1.05,P2.04	Gm32338	1	chr10_41136052
R1.012,R2.091,R3.068,P1.05,P2.04	Gm32338	1	chr10_41136052
R1.012,R2.092,R3.026,P1.05,P2.04	Gm32338	1	chr10_41136053
R1.046,R2.027,R3.014,P1.05,P2.04	Ppil6	1	chr10_41512212
R1.022,R2.078,R3.013,P1.05,P2.04	Sec63	1	chr10_42809383
R1.034,R2.017,R3.067,P1.05,P2.04	Sobp	1	chr10_43054873
R1.044,R2.045,R3.091,P1.05,P2.04	Hace1	1	chr10_45632167
R1.046,R2.018,R3.023,P1.05,P2.04	Grik2	1	chr10_49260838
R1.033,R2.012,R3.075,P1.05,P2.04	Grik2	1	chr10_49543076
R1.041,R2.016,R3.075,P1.05,P2.04	Grik2	1	chr10_49563283
R1.024,R2.067,R3.005,P1.05,P2.04	Grik2	1	chr10_49698977
R1.046,R2.092,R3.004,P1.05,P2.04	Grik2	1	chr10_49720974
R1.020,R2.042,R3.024,P1.05,P2.04	Grik2	1	chr10_49788631
R1.038,R2.060,R3.065,P1.05,P2.04	Syne1	1	chr10_5026653
R1.001,R2.011,R3.074,P1.05,P2.04	Syne1	1	chr10_5045895
R1.047,R2.047,R3.029,P1.05,P2.04	Syne1	1	chr10_5141024
R1.021,R2.024,R3.027,P1.05,P2.04	Slc35f1	1	chr10_52957606
R1.043,R2.024,R3.043,P1.05,P2.04	Syne1	1	chr10_5328933
R1.038,R2.091,R3.023,P1.05,P2.04	Syne1	1	chr10_5421106
R1.014,R2.013,R3.056,P1.05,P2.04	Lims1	1	chr10_58323964
R1.003,R2.050,R3.061,P1.05,P2.04	Ranbp2	1	chr10_58454948
R1.008,R2.008,R3.082,P1.05,P2.04	Sh3rf3	1	chr10_59136299
R1.014,R2.061,R3.029,P1.05,P2.04	Sh3rf3	2	chr10_59136634
R1.011,R2.091,R3.085,P1.05,P2.04	Rgs17	1	chr10_5922226
R1.010,R2.080,R3.009,P1.05,P2.04	Micu1	1	chr10_59824099
R1.031,R2.059,R3.030,P1.05,P2.04	Psap	1	chr10_60299139
R1.012,R2.069,R3.073,P1.05,P2.04	Pald1	1	chr10_61333421
R1.039,R2.033,R3.015,P1.05,P2.04	Hk1	1	chr10_62281037
R1.037,R2.050,R3.090,P1.05,P2.04	Rufy2	1	chr10_63011843
R1.002,R2.064,R3.056,P1.05,P2.04	Rufy2	1	chr10_63013243
R1.045,R2.060,R3.071,P1.05,P2.04	Ank3	2	chr10_69672668
R1.028,R2.032,R3.094,P1.05,P2.04	Ank3	2	chr10_69697444
R1.021,R2.063,R3.019,P1.05,P2.04	Ank3	1	chr10_69913012
R1.047,R2.005,R3.048,P1.05,P2.04	Ccdc6	1	chr10_70142324
R1.047,R2.033,R3.074,P1.05,P2.04	Ccdc6	1	chr10_70142324
R1.043,R2.018,R3.021,P1.05,P2.04	Phyhipl	1	chr10_70599042
R1.034,R2.043,R3.055,P1.05,P2.04	Ube2d1	1	chr10_71261986
R1.008,R2.035,R3.008,P1.05,P2.04	Ube2d1	1	chr10_71282740
R1.026,R2.091,R3.057,P1.05,P2.04	Zwint	1	chr10_72656536
R1.017,R2.061,R3.002,P1.05,P2.04	Zwint	4	chr10_72674211
R1.043,R2.046,R3.029,P1.05,P2.04	Pcdh15	1	chr10_73102306
R1.032,R2.067,R3.035,P1.05,P2.04	Pcdh15	1	chr10_73152942
R1.019,R2.073,R3.019,P1.05,P2.04	Pcdh15	1	chr10_73609979
R1.003,R2.082,R3.021,P1.05,P2.04	Pcdh15	1	chr10_74070226
R1.016,R2.033,R3.096,P1.05,P2.04	Cabin1	1	chr10_75671094
R1.031,R2.084,R3.082,P1.05,P2.04	Cabin1	1	chr10_75745978
R1.027,R2.094,R3.087,P1.05,P2.04	Smarcb1	1	chr10_75911584
R1.042,R2.095,R3.063,P1.05,P2.04	Smarcb1	1	chr10_75913920
R1.006,R2.014,R3.066,P1.05,P2.04	Col6a1	1	chr10_76712335
R1.038,R2.066,R3.024,P1.05,P2.04	Pcbp3	1	chr10_76788104
R1.028,R2.092,R3.030,P1.05,P2.04	Pcbp3	2	chr10_76794168
R1.005,R2.070,R3.011,P1.05,P2.04	Pcbp3	1	chr10_76825717
R1.007,R2.006,R3.054,P1.05,P2.04	Pcbp3	1	chr10_76836251
R1.039,R2.038,R3.048,P1.05,P2.04	Pcbp3	1	chr10_76882138
R1.037,R2.061,R3.079,P1.05,P2.04	Adarb1	1	chr10_77306591
R1.031,R2.089,R3.005,P1.05,P2.04	Agpat3	1	chr10_78284199
R1.010,R2.033,R3.007,P1.05,P2.04	Rrp1	1	chr10_78408668
R1.014,R2.012,R3.019,P1.05,P2.04	Rrp1	1	chr10_78408668
R1.032,R2.076,R3.074,P1.05,P2.04	Rrp1	1	chr10_78408668
R1.017,R2.090,R3.048,P1.05,P2.04	Rrp1	1	chr10_78409210
R1.029,R2.018,R3.004,P1.05,P2.04	Tab2	1	chr10_7955391
R1.030,R2.003,R3.025,P1.05,P2.04	Tpgs1	1	chr10_79674380
R1.048,R2.051,R3.047,P1.05,P2.04	Palm	2	chr10_79814519
R1.016,R2.065,R3.003,P1.05,P2.04	Dazap1	1	chr10_80274815
R1.012,R2.003,R3.010,P1.05,P2.04	2310011J03Rik	1	chr10_80320455
R1.018,R2.032,R3.061,P1.05,P2.04	Oaz1	1	chr10_80828132
R1.029,R2.086,R3.075,P1.05,P2.04	Lmnb2	1	chr10_80914298
R1.004,R2.018,R3.094,P1.05,P2.04	Atcay	1	chr10_81218836
R1.046,R2.035,R3.060,P1.05,P2.04	Zfr2	1	chr10_81250474
R1.041,R2.059,R3.013,P1.05,P2.04	Fzr1	1	chr10_81376134
R1.031,R2.044,R3.026,P1.05,P2.04	Nfic	1	chr10_81405831
R1.039,R2.084,R3.089,P1.05,P2.04	Zfp781	1	chr10_81903269
R1.014,R2.024,R3.041,P1.05,P2.04	D10Wsu102e	1	chr10_83476926
R1.010,R2.052,R3.004,P1.05,P2.04	Washc4	1	chr10_83570011
R1.028,R2.078,R3.091,P1.05,P2.04	Washc4	1	chr10_83574486
R1.043,R2.025,R3.034,P1.05,P2.04	Appl2	1	chr10_83635475
R1.008,R2.008,R3.043,P1.05,P2.04	Tcp11l2	2	chr10_84591308
R1.035,R2.059,R3.089,P1.05,P2.04	Ric8b	1	chr10_84952381
R1.024,R2.050,R3.086,P1.05,P2.04	Syn3	1	chr10_86413724
R1.036,R2.044,R3.082,P1.05,P2.04	Sash1	1	chr10_8785491
R1.048,R2.063,R3.043,P1.05,P2.04	Chpt1	1	chr10_88486603
R1.021,R2.076,R3.081,P1.05,P2.04	Chpt1	1	chr10_88488165
R1.047,R2.051,R3.067,P1.05,P2.04	Sash1	1	chr10_8863382
R1.027,R2.020,R3.014,P1.05,P2.04	Ano4	1	chr10_89086666
R1.031,R2.045,R3.057,P1.05,P2.04	Ano4	1	chr10_89256201
R1.041,R2.088,R3.054,P1.05,P2.04	Uhrf1bp1l	1	chr10_89817960
R1.030,R2.063,R3.055,P1.05,P2.04	Anks1b	1	chr10_89938977
R1.039,R2.017,R3.002,P1.05,P2.04	Anks1b	3	chr10_90576877
R1.019,R2.079,R3.004,P1.05,P2.04	Anks1b	1	chr10_90705947
R1.032,R2.017,R3.025,P1.05,P2.04	Anks1b	1	chr10_90847575
R1.004,R2.027,R3.041,P1.05,P2.04	Anks1b	1	chr10_90859889
R1.019,R2.090,R3.094,P1.05,P2.04	Anks1b	1	chr10_90937288
R1.007,R2.026,R3.077,P1.05,P2.04	Slc25a3	1	chr10_91122294
R1.002,R2.066,R3.042,P1.05,P2.04	Cdk17	3	chr10_93167817
R1.022,R2.075,R3.016,P1.05,P2.04	Cdk17	1	chr10_93181071
R1.013,R2.074,R3.015,P1.05,P2.04	Elk3	2	chr10_93275550
R1.038,R2.028,R3.088,P1.05,P2.04	Ntn4	1	chr10_93707322
R1.021,R2.062,R3.044,P1.05,P2.04	Ntn4	1	chr10_93714347
R1.041,R2.088,R3.040,P1.05,P2.04	Tmcc3	1	chr10_94361699
R1.003,R2.047,R3.010,P1.05,P2.04	Tmcc3	1	chr10_94522776
R1.020,R2.046,R3.056,P1.05,P2.04	Cradd	1	chr10_95294460
R1.027,R2.070,R3.040,P1.05,P2.04	Gm49817	1	chr10_96077651
R1.008,R2.021,R3.009,P1.05,P2.04	Stxbp5	1	chr10_9883929
R1.004,R2.077,R3.066,P1.05,P2.04	Atp2b1	2	chr10_98926010
R1.001,R2.038,R3.063,P1.05,P2.04	Atp2b1	1	chr10_98996849
R1.015,R2.035,R3.044,P1.05,P2.04	Atp2b1	1	chr10_98997815
R1.026,R2.061,R3.063,P1.05,P2.04	Hap1	1	chr11_100351253
R1.002,R2.020,R3.011,P1.05,P2.04	Acly	1	chr11_100484691
R1.017,R2.053,R3.014,P1.05,P2.04	Atp6v0a1	1	chr11_101033906
R1.040,R2.093,R3.091,P1.05,P2.04	Aoc3	1	chr11_101335293
R1.004,R2.039,R3.091,P1.05,P2.04	Nbr1	1	chr11_101571338
R1.014,R2.046,R3.062,P1.05,P2.04	E130111B04Rik	1	chr11_102033964
R1.043,R2.072,R3.045,P1.05,P2.04	E130111B04Rik	1	chr11_102033964
R1.039,R2.064,R3.031,P1.05,P2.04	Hdac5	1	chr11_102199998
R1.039,R2.089,R3.002,P1.05,P2.04	Nmt1	2	chr11_103032938
R1.001,R2.055,R3.004,P1.05,P2.04	Nmt1	1	chr11_103063763
R1.035,R2.057,R3.019,P1.05,P2.04	Acbd4	2	chr11_103104495
R1.037,R2.001,R3.049,P1.05,P2.04	Acbd4	1	chr11_103110882
R1.039,R2.056,R3.069,P1.05,P2.04	Nsf	1	chr11_103832450
R1.047,R2.074,R3.034,P1.05,P2.04	Crhr1	1	chr11_104170215
R1.008,R2.023,R3.078,P1.05,P2.04	Mapt	1	chr11_104244068
R1.048,R2.034,R3.036,P1.05,P2.04	Mapt	1	chr11_104321937
R1.014,R2.028,R3.018,P1.05,P2.04	Mapt	1	chr11_104328886
R1.031,R2.067,R3.059,P1.05,P2.04	Tanc2	1	chr11_105610391
R1.082,R2.044,R3.008,P1.05,P2.04	Tanc2	1	chr11_105877019
R1.031,R2.002,R3.043,P1.05,P2.04	Tanc2	1	chr11_105923073
R1.041,R2.020,R3.005,P1.05,P2.04	Taco1	1	chr11_106066771
R1.074,R2.061,R3.029,P1.05,P2.04	Strada	1	chr11_106191185
R1.018,R2.052,R3.051,P1.05,P2.04	Tex2	1	chr11_106588322
R1.047,R2.058,R3.037,P1.05,P2.04	Ddx5	1	chr11_106782881
R1.021,R2.060,R3.026,P1.05,P2.04	Smurf2	1	chr11_106825157
R1.014,R2.037,R3.078,P1.05,P2.04	Helz	1	chr11_107583478
R1.040,R2.066,R3.005,P1.05,P2.04	Helz	1	chr11_107597696
R1.046,R2.049,R3.024,P1.05,P2.04	Cacng4	1	chr11_107774072
R1.037,R2.005,R3.041,P1.05,P2.04	Cacng5	1	chr11_107895810
R1.018,R2.017,R3.010,P1.05,P2.04	Prkca	1	chr11_107996680
R1.026,R2.066,R3.060,P1.05,P2.04	Prkca	1	chr11_108119210
R1.032,R2.003,R3.073,P1.05,P2.04	Prkca	1	chr11_108304868
R1.047,R2.031,R3.083,P1.05,P2.04	Prkca	1	chr11_108331875
R1.031,R2.043,R3.082,P1.05,P2.04	Cep112	1	chr11_108858905
R1.020,R2.007,R3.061,P1.05,P2.04	Prkar1a	1	chr11_109653008
R1.018,R2.086,R3.022,P1.05,P2.04	Sdk2	2	chr11_113952380
R1.022,R2.069,R3.063,P1.05,P2.04	Nat9	1	chr11_115187275
R1.027,R2.035,R3.090,P1.05,P2.04	Grin2c	2	chr11_115266575
R1.031,R2.029,R3.063,P1.05,P2.04	Nup85	1	chr11_115583654
R1.033,R2.030,R3.046,P1.05,P2.04	Slc25a19	1	chr11_115623617
R1.066,R2.061,R3.054,P1.05,P2.04	Slc25a19	1	chr11_115625840
R1.022,R2.041,R3.019,P1.05,P2.04	Grb2	1	chr11_115677236
R1.021,R2.008,R3.086,P1.05,P2.04	Grb2	1	chr11_115699562
R1.023,R2.045,R3.028,P1.05,P2.04	Mrpl38	1	chr11_116137286
R1.005,R2.041,R3.060,P1.05,P2.04	Ube2o	1	chr11_116561478
R1.041,R2.042,R3.089,P1.05,P2.04	Mfsd11	2	chr11_116859793
R1.015,R2.095,R3.014,P1.05,P2.04	Sec14l1	1	chr11_117150284
R1.012,R2.015,R3.094,P1.05,P2.04	Tnrc6c	1	chr11_117712144
R1.041,R2.046,R3.057,P1.05,P2.04	Pgs1	1	chr11_118007882
R1.017,R2.005,R3.023,P1.05,P2.04	Rbfox3	1	chr11_118504747
R1.026,R2.068,R3.084,P1.05,P2.04	Rbfox3	1	chr11_118578673
R1.006,R2.039,R3.015,P1.05,P2.04	Rbfox3	1	chr11_118642275
R1.039,R2.053,R3.075,P1.05,P2.04	Rbfox3	1	chr11_118643730
R1.035,R2.083,R3.086,P1.05,P2.04	Rbfox3	1	chr11_118725636
R1.029,R2.018,R3.014,P1.05,P2.04	Rbfox3	1	chr11_118751233
R1.042,R2.085,R3.086,P1.05,P2.04	Tbc1d16	1	chr11_119194483
R1.016,R2.049,R3.034,P1.05,P2.04	Rptor	1	chr11_119654853
R1.006,R2.035,R3.035,P1.05,P2.04	Rptor	1	chr11_119819491
R1.089,R2.023,R3.035,P1.05,P2.04	Baiap2	1	chr11_119984623
R1.016,R2.071,R3.019,P1.05,P2.04	0610009L18Rik	1	chr11_120349569
R1.008,R2.039,R3.092,P1.05,P2.04	Hgs	1	chr11_120478721
R1.013,R2.017,R3.054,P1.05,P2.04	Fasn	1	chr11_120818311
R1.002,R2.033,R3.060,P1.05,P2.04	Hexdc	1	chr11_121204747
R1.005,R2.081,R3.061,P1.05,P2.04	Foxk2	1	chr11_121308467
R1.043,R2.019,R3.019,P1.05,P2.04	Wdr45b	1	chr11_121351119
R1.041,R2.048,R3.044,P1.05,P2.04	Rab40b	1	chr11_121375558
R1.006,R2.037,R3.019,P1.05,P2.04	Tbcd	1	chr11_121461890
R1.004,R2.075,R3.029,P1.05,P2.04	Cobl	1	chr11_12377777
R1.045,R2.068,R3.006,P1.05,P2.04	Vstm2a	1	chr11_16264327
R1.041,R2.076,R3.086,P1.05,P2.04	Plek	1	chr11_16991977
R1.018,R2.096,R3.032,P1.05,P2.04	Ppp3r1	2	chr11_17166159
R1.037,R2.007,R3.047,P1.05,P2.04	Sertad2	1	chr11_20634979
R1.046,R2.038,R3.010,P1.05,P2.04	Ehbp1	1	chr11_22013293
R1.024,R2.014,R3.013,P1.05,P2.04	Ehbp1	1	chr11_22195992
R1.004,R2.007,R3.044,P1.05,P2.04	Ehbp1	1	chr11_22243702
R1.006,R2.036,R3.003,P1.05,P2.04	Usp34	1	chr11_23475383
R1.020,R2.041,R3.016,P1.05,P2.04	Pex13	1	chr11_23662392
R1.032,R2.046,R3.066,P1.05,P2.04	Bcl11a	1	chr11_24095341
R1.006,R2.064,R3.031,P1.05,P2.04	5730522E02Rik	2	chr11_25937433
R1.024,R2.045,R3.087,P1.05,P2.04	5730522E02Rik	1	chr11_25941704
R1.046,R2.050,R3.077,P1.05,P2.04	Pnpt1	1	chr11_29154823
R1.024,R2.005,R3.076,P1.05,P2.04	Ppp4r3b	1	chr11_29197151
R1.005,R2.040,R3.094,P1.05,P2.04	Ccdc88a	1	chr11_29494741
R1.016,R2.057,R3.058,P1.05,P2.04	Rtn4	1	chr11_29693965
R1.045,R2.006,R3.088,P1.05,P2.04	Rtn4	1	chr11_29712185
R1.038,R2.031,R3.083,P1.05,P2.04	Eml6	1	chr11_29988607
R1.030,R2.004,R3.084,P1.05,P2.04	Sptbn1	1	chr11_30105444
R1.008,R2.011,R3.016,P1.05,P2.04	Sptbn1	1	chr11_30117985
R1.082,R2.049,R3.057,P1.05,P2.04	Sptbn1	1	chr11_30127520
R1.045,R2.026,R3.071,P1.05,P2.04	Sptbn1	1	chr11_30137155
R1.032,R2.056,R3.072,P1.05,P2.04	Sptbn1	1	chr11_30183049
R1.014,R2.060,R3.044,P1.05,P2.04	Sptbn1	1	chr11_30208349
R1.036,R2.027,R3.093,P1.05,P2.04	Sptbn1	1	chr11_30257503
R1.087,R2.006,R3.020,P1.05,P2.04	Asb3	1	chr11_30991261
R1.016,R2.089,R3.086,P1.05,P2.04	Nsg2	1	chr11_32017765
R1.006,R2.021,R3.095,P1.05,P2.04	Eif4enif1	1	chr11_3227454
R1.037,R2.006,R3.005,P1.05,P2.04	Drg1	1	chr11_3252912
R1.010,R2.026,R3.096,P1.05,P2.04	Fbxw11	1	chr11_32744560
R1.015,R2.040,R3.081,P1.05,P2.04	Limk2	1	chr11_3355403
R1.013,R2.055,R3.012,P1.05,P2.04	Kcnip1	1	chr11_33694387
R1.042,R2.038,R3.007,P1.05,P2.04	Kcnip1	1	chr11_33728239
R1.003,R2.046,R3.066,P1.05,P2.04	Kcnip1	1	chr11_33754962
R1.014,R2.054,R3.033,P1.05,P2.04	Kcnip1	1	chr11_33754962
R1.017,R2.034,R3.044,P1.05,P2.04	Kcnip1	1	chr11_33754962
R1.023,R2.072,R3.025,P1.05,P2.04	Kcnip1	1	chr11_33754962
R1.030,R2.074,R3.017,P1.05,P2.04	Kcnip1	1	chr11_33754962
R1.040,R2.079,R3.045,P1.05,P2.04	Kcnip1	1	chr11_33754962
R1.040,R2.096,R3.083,P1.05,P2.04	Kcnip1	1	chr11_33754962
R1.042,R2.044,R3.003,P1.05,P2.04	Kcnip1	1	chr11_33754962
R1.045,R2.073,R3.052,P1.05,P2.04	Kcnip1	1	chr11_33754962
R1.050,R2.015,R3.007,P1.05,P2.04	Kcnip1	1	chr11_33754962
R1.037,R2.092,R3.002,P1.05,P2.04	Kcnip1	1	chr11_33754976
R1.047,R2.044,R3.029,P1.05,P2.04	Kcnip1	2	chr11_33754976
R1.015,R2.064,R3.073,P1.05,P2.04	Kcnip1	2	chr11_33754987
R1.026,R2.041,R3.045,P1.05,P2.04	Kcnip1	1	chr11_33754987
R1.037,R2.083,R3.009,P1.05,P2.04	Kcnip1	1	chr11_33754987
R1.031,R2.010,R3.039,P1.05,P2.04	Kcnip1	1	chr11_33836196
R1.024,R2.018,R3.052,P1.05,P2.04	Kcnip1	1	chr11_33884681
R1.024,R2.059,R3.094,P1.05,P2.04	Kcnip1	1	chr11_33884682
R1.032,R2.065,R3.003,P1.05,P2.04	Insyn2b	1	chr11_34420349
R1.018,R2.092,R3.029,P1.05,P2.04	Slit3	1	chr11_35315986
R1.015,R2.067,R3.045,P1.05,P2.04	Slit3	1	chr11_35361008
R1.004,R2.049,R3.007,P1.05,P2.04	Slit3	1	chr11_35523466
R1.026,R2.089,R3.027,P1.05,P2.04	Tenm2	2	chr11_36574513
R1.039,R2.046,R3.020,P1.05,P2.04	Tenm2	1	chr11_36604382
R1.020,R2.049,R3.032,P1.05,P2.04	Tenm2	1	chr11_36605603
R1.022,R2.003,R3.013,P1.05,P2.04	Tenm2	1	chr11_36615194
R1.024,R2.010,R3.010,P1.05,P2.04	Tenm2	1	chr11_36676185
R1.036,R2.071,R3.083,P1.05,P2.04	Osbp2	1	chr11_3770493
R1.011,R2.011,R3.002,P1.05,P2.04	Gabrg2	1	chr11_41999876
R1.030,R2.073,R3.063,P1.05,P2.04	Tbc1d10a	1	chr11_4210543
R1.039,R2.050,R3.090,P1.05,P2.04	Gabrb2	1	chr11_42542898
R1.008,R2.027,R3.022,P1.05,P2.04	Ebf1	1	chr11_44822747
R1.040,R2.090,R3.076,P1.05,P2.04	Adam19	1	chr11_46144803
R1.015,R2.060,R3.075,P1.05,P2.04	Cyfip2	3	chr11_46209308
R1.032,R2.068,R3.049,P1.05,P2.04	Cyfip2	2	chr11_46249800
R1.026,R2.001,R3.028,P1.05,P2.04	Sgcd	1	chr11_47057600
R1.012,R2.073,R3.012,P1.05,P2.04	Sgcd	1	chr11_47862561
